Type,Name,File,Feature,Tested,StaticChecked,RuntimeChecked,Status,FindingIDs,Notes
Таблица,conversations,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,day_comments,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,diary_access,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,follow_requests,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,follows,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,friendships,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,message_deletions,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,message_grants,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,message_views,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,messages,supabase/setup_all.sql,RLS включён,нет,да,нет,🚨 ISSUE FOUND,SEC-005,"RLS включён; политики разобраны."
Таблица,notifications,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,post_comments,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,post_reactions,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,posts,supabase/setup_all.sql,RLS включён,нет,да,нет,🚨 ISSUE FOUND,PRIV-002,"RLS включён; политики разобраны."
Таблица,presence,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,profiles,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,promo_codes,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,promo_grants,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,restricted_users,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,subscriptions,supabase/setup_all.sql,RLS включён,нет,да,нет,🚨 ISSUE FOUND,"SEC-002,SEC-004","RLS включён; политики разобраны."
Таблица,support_messages,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,user_mutes,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Политика RLS,public.ai_usage :: ai_usage select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.app_state :: own state delete,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.app_state :: own state insert,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.app_state :: own state select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.app_state :: own state update,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.app_state :: state select by diary visibility,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.app_state :: state select self or friends,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,"public.app_state :: state select self, friends or coach",supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.bans :: ban select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.blocks :: blocks delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.blocks :: blocks insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.blocks :: blocks select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenge_days :: cday delete,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenge_days :: cday select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenge_days :: cday update,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenge_days :: cday upsert,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenge_members :: member join,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenge_members :: member leave,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenge_members :: member select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenges :: challenge delete,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenges :: challenge insert,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenges :: challenge select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.challenges :: challenge update,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.close_friends :: close friends delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.close_friends :: close friends insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.close_friends :: close friends select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.coach_links :: coach link accept,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.coach_links :: coach link delete,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.coach_links :: coach link invite,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.coach_links :: coach link select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.coaches :: coach select all,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.conversation_members :: conversation members select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.conversation_members :: conversation members update own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.conversations :: conversations select member,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.day_comments :: day comment delete,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.day_comments :: day comment insert,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.day_comments :: day comment select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.diary_access :: diary access delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.diary_access :: diary access insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.diary_access :: diary access select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.follow_requests :: follow requests delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.follow_requests :: follow requests select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.follows :: follows delete,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.follows :: follows insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.follows :: follows select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.follows :: follows select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.friendships :: friendship delete,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.friendships :: friendship insert,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.friendships :: friendship select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.friendships :: friendship update,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.message_deletions :: message deletions delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.message_deletions :: message deletions insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.message_deletions :: message deletions own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.message_grants :: message grants select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.message_views :: message views insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.message_views :: message views select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.messages :: messages delete,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.messages :: messages insert,supabase/setup_all.sql,доступ,нет,да,нет,🚨 ISSUE FOUND,SEC-005,Предикат разобран вручную.
Политика RLS,public.messages :: messages mark read,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.messages :: messages select,supabase/setup_all.sql,доступ,нет,да,нет,🚨 ISSUE FOUND,SEC-005,Предикат разобран вручную.
Политика RLS,public.notifications :: notifications delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.notifications :: notifications mark read,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.notifications :: notifications select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.post_comments :: post comments delete,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.post_comments :: post comments insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.post_comments :: post comments select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.post_reactions :: post reactions delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.post_reactions :: post reactions insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.post_reactions :: post reactions select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.post_reactions :: post reactions update own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.posts :: posts delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.posts :: posts insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.posts :: posts select,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.posts :: posts update own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.presence :: presence select by activity setting,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.presence :: presence select by diary visibility,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.presence :: presence select self or friends,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.profiles :: profiles select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.profiles :: profiles update own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.profiles :: read own public_id,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.promo_grants :: promo grants select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.restricted_users :: restricted delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.restricted_users :: restricted insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.restricted_users :: restricted select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.subscriptions :: sub select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.support_messages :: support select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.user_mutes :: mutes delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.user_mutes :: mutes insert own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.user_mutes :: mutes select own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,public.user_mutes :: mutes update own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,storage.objects :: chat-images delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,storage.objects :: chat-images read,supabase/setup_all.sql,доступ,нет,да,нет,🚨 ISSUE FOUND,PRIV-002,Предикат разобран вручную.
Политика RLS,storage.objects :: chat-images write own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,storage.objects :: dm-media delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,storage.objects :: dm-media read members,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,storage.objects :: dm-media write members,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,storage.objects :: post-images delete own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Политика RLS,storage.objects :: post-images read,supabase/setup_all.sql,доступ,нет,да,нет,🚨 ISSUE FOUND,PRIV-002,Предикат разобран вручную.
Политика RLS,storage.objects :: post-images write own,supabase/setup_all.sql,доступ,нет,да,нет,✅ AUDITED,,Предикат разобран вручную.
Миграция,2026-08-05_initial.sql,supabase/migrations/2026-08-05_initial.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-06_account_sync.sql,supabase/migrations/2026-08-06_account_sync.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-07_friend_privacy.sql,supabase/migrations/2026-08-07_friend_privacy.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-08_chat_reactions.sql,supabase/migrations/2026-08-08_chat_reactions.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-08_hardening.sql,supabase/migrations/2026-08-08_hardening.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-09_unpredictable_public_id.sql,supabase/migrations/2026-08-09_unpredictable_public_id.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-11_profile_and_thoughts.sql,supabase/migrations/2026-08-11_profile_and_thoughts.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-23_challenges.sql,supabase/migrations/2026-08-23_challenges.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-23_moderation_and_coach.sql,supabase/migrations/2026-08-23_moderation_and_coach.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-24_ai_usage.sql,supabase/migrations/2026-08-24_ai_usage.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-25_admin_views.sql,supabase/migrations/2026-08-25_admin_views.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-25_promo_codes.sql,supabase/migrations/2026-08-25_promo_codes.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-25_social_graph.sql,supabase/migrations/2026-08-25_social_graph.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-26_admin_subscriptions_writable.sql,supabase/migrations/2026-08-26_admin_subscriptions_writable.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-26_ai_premium_tier.sql,supabase/migrations/2026-08-26_ai_premium_tier.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-26_daily_usage_and_premium_admin.sql,supabase/migrations/2026-08-26_daily_usage_and_premium_admin.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-26_nickname_identity.sql,supabase/migrations/2026-08-26_nickname_identity.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-08-28_profile_rework.sql,supabase/migrations/2026-08-28_profile_rework.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-09-05_social_hardening.sql,supabase/migrations/2026-09-05_social_hardening.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-09-07_open_messaging_and_diary_privacy.sql,supabase/migrations/2026-09-07_open_messaging_and_diary_privacy.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-09-08_notification_upsert_fix.sql,supabase/migrations/2026-09-08_notification_upsert_fix.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-09-09_conversations.sql,supabase/migrations/2026-09-09_conversations.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-09-09_social_graph_v2.sql,supabase/migrations/2026-09-09_social_graph_v2.sql,схема,да (sqlGuard),да,нет,✅ AUDITED,,Идемпотентность и порядок проверены скриптами проекта.
Миграция,2026-09-11_fav_restaurant.sql,supabase/migrations/2026-09-11_fav_restaurant.sql,схема,да (sqlGuard),да,нет,🚨 ISSUE FOUND,DB-001,Не внесена в SOURCES сборки setup_all.sql.
Поток,Регистрация и вход (почта),—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Вход по магической ссылке,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Вход через Google (OAuth),—,сценарий,частично,да,нет,⚠️ PARTIALLY AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Вход через кошелёк Web3,—,сценарий,частично,да,нет,❌ NOT TESTABLE,DEP-001,Функция выключена в окружении — проверить нечего.
Поток,Сброс пароля по ссылке,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Выход (локальный и глобальный),—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Онбординг и расчёт целей,—,сценарий,частично,да,нет,🚨 ISSUE FOUND,BUG-001,Разобран по коду от кнопки до политики RLS.
Поток,"Добавление еды (поиск, порция)",—,сценарий,частично,да,нет,🚨 ISSUE FOUND,UX-001,Разобран по коду от кнопки до политики RLS.
Поток,Добавление по штрихкоду,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Шаблоны и рецепты,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Добавки и микронутриенты,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Синхронизация между устройствами,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Работа офлайн и досылка,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Подписка и отписка,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Закрытый аккаунт и просьбы,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Блокировка и её обход,—,сценарий,частично,да,нет,🚨 ISSUE FOUND,SEC-005,Разобран по коду от кнопки до политики RLS.
Поток,Личная переписка,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Групповые диалоги,—,сценарий,частично,да,нет,🚨 ISSUE FOUND,SEC-005,Разобран по коду от кнопки до политики RLS.
Поток,"Мысли, реакции, ответы",—,сценарий,частично,да,нет,🚨 ISSUE FOUND,PRIV-002,Разобран по коду от кнопки до политики RLS.
Поток,Уведомления и события,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,AI-чат и бюджет,—,сценарий,частично,да,нет,🚨 ISSUE FOUND,SEC-001,Разобран по коду от кнопки до политики RLS.
Поток,AI-распознавание фото,—,сценарий,частично,да,нет,🚨 ISSUE FOUND,"SEC-001,SEC-007",Разобран по коду от кнопки до политики RLS.
Поток,Покупка подписки Stripe,—,сценарий,частично,да,нет,🚨 ISSUE FOUND,"SEC-002,SEC-004",Разобран по коду от кнопки до политики RLS.
Поток,Гашение промокода,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Обращение в поддержку,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Модерация из Telegram,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
Поток,Выгрузка данных,—,сценарий,частично,да,нет,🚨 ISSUE FOUND,PRIV-003,Разобран по коду от кнопки до политики RLS.
Поток,Удаление аккаунта,—,сценарий,частично,да,нет,🚨 ISSUE FOUND,PRIV-002,Разобран по коду от кнопки до политики RLS.
Поток,Обновление PWA и кэш,—,сценарий,частично,да,нет,✅ AUDITED,,Разобран по коду от кнопки до политики RLS.
